loc_prec,,county,,precinct,G18DGOV,G18LGOV,G18RGOV,G18DATG,G18RATG,G18LATG,G18DSecS,G18LSecS,G18RSecS,G18RTRES,G18LTRES
"Independence,Greenbrier-Desha",,Independence,,Greenbrier-Desha,58,12,190,51,200,9,67,5,185,207,43
"Independence,Greenbrier-Jamestown",,Independence,,Greenbrier-Jamestown,13,1,68,16,66,0,16,2,62,67,14
"Independence,Greenbrier-Locust Grove",,Independence,,Greenbrier-Locust Grove,20,5,126,24,127,2,23,5,123,134,17
"Independence,Hill",,Independence,,Hill,14,4,46,16,48,1,18,2,45,50,15
"Independence,Huff",,Independence,,Huff,16,14,159,20,166,3,22,4,161,162,22
"Independence,Jefferson",,Independence,,Jefferson,12,1,40,13,41,0,17,1,35,39,14
"Independence,Liberty",,Independence,,Liberty,33,6,220,29,228,1,39,5,212,233,23
"Independence,Magness",,Independence,,Magness,19,4,123,19,122,5,21,3,122,131,15
"Independence,McHue",,Independence,,McHue,157,38,732,172,733,24,194,30,699,770,145
"Independence,McHue 3",,Independence,,McHue 3,41,7,177,43,178,4,52,8,166,191,35
"Independence,Moorefield",,Independence,,Moorefield,81,21,361,98,352,13,103,9,348,397,66
"Independence,Moorefield Ward 1",,Independence,,Moorefield Ward 1,144,21,402,159,397,14,165,13,390,449,110
"Independence,Moorefield Ward 4",,Independence,,Moorefield Ward 4,53,7,157,51,161,4,61,6,147,181,30
"Independence,Oil Trough",,Independence,,Oil Trough,39,18,113,39,126,6,50,6,117,135,34
"Independence,Relief",,Independence,,Relief,17,3,121,21,119,0,25,2,114,120,19
"Independence,Rosie",,Independence,,Rosie,33,5,123,26,135,1,34,1,127,140,21
"Independence,Ruddell Rural",,Independence,,Ruddell Rural,86,22,297,71,320,12,105,14,287,331,68
"Independence,Ruddell Ward 1",,Independence,,Ruddell Ward 1,116,21,276,123,285,6,127,9,273,317,90
"Independence,Ruddell Ward 2",,Independence,,Ruddell Ward 2,176,38,403,206,389,21,219,22,374,460,150
"Independence,Ruddell Ward 3",,Independence,,Ruddell Ward 3,121,19,323,134,318,12,142,16,304,345,112
"Independence,Ruddell Ward 4",,Independence,,Ruddell Ward 4,113,21,277,128,273,12,152,16,244,313,97
"Independence,Salado",,Independence,,Salado,39,3,195,40,195,1,53,2,182,207,28
"Independence,Washington",,Independence,,Washington,53,26,276,60,276,19,64,17,273,295,59
"Independence,White River",,Independence,,White River,65,30,408,74,417,13,86,15,396,429,67
"Izard,BIG SPRING",,Izard,,BIG SPRING,17,6,57,19,61,1,21,3,57,65,16
"Izard,BOSWELL",,Izard,,BOSWELL,12,6,54,12,57,4,16,5,52,58,12
"Izard,BROCKWELL",,Izard,,BROCKWELL,28,11,92,28,98,6,36,4,92,107,21
"Izard,CALICO ROCK - WARD 1",,Izard,,CALICO ROCK - WARD 1,12,2,35,13,35,0,13,1,35,37,12
"Izard,CALICO ROCK - WARD 2",,Izard,,CALICO ROCK - WARD 2,22,8,101,22,98,9,29,8,94,107,24
"Izard,CALICO ROCK - WARD 3",,Izard,,CALICO ROCK - WARD 3,18,7,77,19,78,5,23,3,75,84,17
"Izard,CALICO ROCK - WARD 4",,Izard,,CALICO ROCK - WARD 4,20,3,62,24,61,0,20,1,63,67,16
"Izard,CALICO ROCK RURAL",,Izard,,CALICO ROCK RURAL,26,2,106,22,111,1,29,3,101,110,18
"Izard,CLAIBORNE",,Izard,,CLAIBORNE,9,4,31,10,31,3,12,4,28,32,11
"Izard,DOLPH",,Izard,,DOLPH,16,3,55,17,56,1,19,1,54,60,13
"Izard,FRANKLIN CITY",,Izard,,FRANKLIN CITY,15,2,64,14,64,1,15,2,63,69,10
"Izard,FRANKLIN RURAL",,Izard,,FRANKLIN RURAL,23,2,38,23,39,1,25,0,39,44,18
"Izard,GID",,Izard,,GID,10,6,76,10,81,1,14,5,73,81,12
"Izard,GUION CITY",,Izard,,GUION CITY,2,0,27,2,26,1,4,1,24,26,3
"Izard,GUION RURAL",,Izard,,GUION RURAL,4,0,6,4,6,0,3,1,6,8,2
"Izard,HORSESHOE BEND - WARD 1",,Izard,,HORSESHOE BEND - WARD 1,31,3,50,30,52,1,30,3,50,59,25
"Izard,HORSESHOE BEND - WARD 2",,Izard,,HORSESHOE BEND - WARD 2,52,2,193,58,183,5,61,7,177,198,46
"Izard,HORSESHOE BEND - WARD 3",,Izard,,HORSESHOE BEND - WARD 3,43,5,124,49,116,7,52,7,113,133,35
"Izard,HORSESHOE BEND - WARD 4",,Izard,,HORSESHOE BEND - WARD 4,52,5,214,59,207,3,62,2,205,229,39
"Izard,HORSESHOE BEND RURAL",,Izard,,HORSESHOE BEND RURAL,2,1,10,2,10,1,2,0,11,10,3
"Izard,KNOB CREEK",,Izard,,KNOB CREEK,3,3,19,5,18,2,5,2,18,21,4
"Izard,LACROSSE",,Izard,,LACROSSE,16,3,44,15,46,2,15,2,45,45,16
"Izard,LAFFERTY",,Izard,,LAFFERTY,0,2,12,0,14,1,2,1,12,13,2
"Izard,LARKIN",,Izard,,LARKIN,5,1,27,8,27,0,9,1,24,30,3
"Izard,MELBOURNE - WARD 1",,Izard,,MELBOURNE - WARD 1,43,5,125,51,120,3,59,5,111,140,33
"Izard,MELBOURNE - WARD 2",,Izard,,MELBOURNE - WARD 2,20,6,112,28,107,2,34,2,101,120,16
"Izard,MELBOURNE - WARD 3",,Izard,,MELBOURNE - WARD 3,17,4,75,22,70,3,29,3,63,78,17
"Izard,MELBOURNE - WARD 4",,Izard,,MELBOURNE - WARD 4,39,11,177,55,168,3,53,5,205,233,41
"Izard,MELBOURNE RURAL",,Izard,,MELBOURNE RURAL,29,7,126,32,122,7,40,4,118,137,25
"Izard,MOUNT PLEASANT CITY",,Izard,,MOUNT PLEASANT CITY,25,4,136,23,137,2,34,3,127,144,19
"Izard,MOUNT PLEASANT RURAL",,Izard,,MOUNT PLEASANT RURAL,13,6,125,18,124,4,28,5,113,127,17
"Izard,MYRON",,Izard,,MYRON,12,1,32,15,28,1,17,0,28,35,10
"Izard,NEWBURG",,Izard,,NEWBURG,15,2,53,19,50,1,17,1,52,59,9
"Izard,OXFORD CITY",,Izard,,OXFORD CITY,43,8,172,44,172,6,52,4,166,187,34
"Izard,OXFORD RURAL",,Izard,,OXFORD RURAL,8,5,37,8,39,3,8,1,46,57,10
"Izard,PINEVILLE CITY",,Izard,,PINEVILLE CITY,21,0,49,17,54,0,23,1,81,85,19
"Izard,PINEVILLE RURAL",,Izard,,PINEVILLE RURAL,23,1,81,25,81,0,24,7,109,129,20
"Izard,SAGE",,Izard,,SAGE,27,5,120,35,111,4,36,0,2,4,2
"Izard,STRAWBERRY",,Izard,,STRAWBERRY,16,3,37,17,39,0,17,1,79,82,15
"Izard,SYLAMORE",,Izard,,SYLAMORE,12,1,84,16,80,2,17,1,32,33,16
"Izard,TWIN CREEK",,Izard,,TWIN CREEK,16,5,29,17,32,1,17,1,108,114,14
"Izard,VIOLET HILL",,Izard,,VIOLET HILL,21,7,102,20,110,2,23,1,25,30,2
"Izard,WIDEMAN",,Izard,,WIDEMAN,5,2,27,5,28,1,7,1,30,35,1
"Izard,WISEMAN",,Izard,,WISEMAN,6,0,32,7,31,1,8,5,115,124,23
"Izard,ZION",,Izard,,ZION,20,9,118,18,125,4,26,0,24,25,8
"Jackson,AIRBASE",,Jackson,,AIRBASE,10,0,23,10,23,0,9,0,23,29,38
"Jackson,ALCORN",,Jackson,,ALCORN,42,0,28,43,26,1,47,0,4,7,1
"Jackson,ALGOA",,Jackson,,ALGOA,1,0,7,1,7,0,4,0,18,19,4
"Jackson,AMAGON",,Jackson,,AMAGON,3,1,19,4,18,2,6,0,20,23,8
"Jackson,AUVERGNE",,Jackson,,AUVERGNE,8,0,25,8,24,1,11,4,67,76,16
"Jackson,BEEDEVILLE",,Jackson,,BEEDEVILLE,11,5,78,19,69,4,22,0,2,2,3
"Jackson,BLACKVILLE",,Jackson,,BLACKVILLE,2,0,3,3,2,0,3,0,53,58,2
"Jackson,CAMPBELL STATION",,Jackson,,CAMPBELL STATION,5,1,54,6,54,0,7,2,118,122,16
"Jackson,CROSSROADS-37",,Jackson,,CROSSROADS-37,16,4,119,13,122,4,19,1,36,43,9
"Jackson,DENMARK",,Jackson,,DENMARK,14,1,38,13,39,1,16,3,205,243,72
"Jackson,DIAZ",,Jackson,,DIAZ,92,5,226,99,218,6,117,0,28,28,3
"Jackson,GOURDNECK-CITIZENSHIP",,Jackson,,GOURDNECK-CITIZENSHIP,2,0,29,2,27,2,3,1,19,21,3
"Jackson,GREENHAW",,Jackson,,GREENHAW,1,3,19,3,21,0,4,5,110,114,26
"Jackson,GRUBBS",,Jackson,,GRUBBS,23,2,114,22,115,1,25,0,23,25,6
"Jackson,HICKORY GROVE",,Jackson,,HICKORY GROVE,6,0,24,7,23,1,8,0,6,8,1
"Jackson,HORSESHOE",,Jackson,,HORSESHOE,3,0,6,1,7,1,3,0,0,0,1
"Jackson,INGLESIDE",,Jackson,,INGLESIDE,0,0,0,1,0,0,1,1,26,30,4
"Jackson,ISLAND",,Jackson,,ISLAND,5,1,29,9,25,1,8,3,35,37,15
"Jackson,JACKSONPORT",,Jackson,,JACKSONPORT,14,4,34,12,38,3,14,0,25,23,8
"Jackson,LIBERTY",,Jackson,,LIBERTY,4,4,23,4,24,3,6,0,4,7,3
"Jackson,MACKS",,Jackson,,MACKS,4,0,6,5,5,0,6,4,180,185,31
"Jackson,NEW GLAISE",,Jackson,,NEW GLAISE,22,9,184,28,182,6,33,0,4,14,34
"Jackson,NEWPORT W 1-A",,Jackson,,NEWPORT W 1-A,43,0,8,46,6,0,48,5,31,45,90
"Jackson,NEWPORT W 1-B",,Jackson,,NEWPORT W 1-B,90,3,43,102,33,3,102,1,48,58,33
"Jackson,NEWPORT W 2-A",,Jackson,,NEWPORT W 2-A,38,1,55,44,48,2,44,1,117,151,52
"Jackson,NEWPORT W 2-B",,Jackson,,NEWPORT W 2-B,71,2,137,70,135,5,93,8,159,187,42
"Jackson,NEWPORT W 2-C",,Jackson,,NEWPORT W 2-C,50,4,176,59,167,3,63,0,22,30,14
"Jackson,NEWPORT W 3-A",,Jackson,,NEWPORT W 3-A,22,2,25,20,24,2,26,5,46,55,32
"Jackson,NEWPORT W 3-B",,Jackson,,NEWPORT W 3-B,33,5,51,35,50,4,37,3,28,45,38
"Jackson,NEWPORT W 3-C",,Jackson,,NEWPORT W 3-C,42,1,42,49,35,2,56,12,267,300,52
"Jackson,NEWPORT W 4-A",,Jackson,,NEWPORT W 4-A,61,9,288,74,275,8,78,8,217,253,59
"Jackson,NEWPORT W 4-B",,Jackson,,NEWPORT W 4-B,75,5,242,92,226,4,97,0,16,19,2
"Jackson,OLD GLAISE",,Jackson,,OLD GLAISE,4,0,17,1,20,0,5,0,1,1,1
"Jackson,OLYPHANT",,Jackson,,OLYPHANT,1,0,1,1,1,0,1,2,30,39,9
"Jackson,PENNINGTON BALCH",,Jackson,,PENNINGTON BALCH,11,1,36,8,37,2,16,3,38,51,11
"Jackson,REMMEL",,Jackson,,REMMEL,15,2,45,19,39,4,21,0,5,5,3
"Jackson,SHOFFNER",,Jackson,,SHOFFNER,3,0,5,3,5,0,3,7,180,214,64
"Jackson,SWIFTON",,Jackson,,SWIFTON,59,9,211,87,190,1,92,2,47,56,15
"Jackson,TUCKERMAN OUTSIDE",,Jackson,,TUCKERMAN OUTSIDE,16,1,54,19,50,1,22,1,93,110,30
"Jackson,TUCKERMAN WARD 1",,Jackson,,TUCKERMAN WARD 1,34,5,107,37,107,2,50,10,168,200,45
"Jackson,TUCKERMAN WARD 2",,Jackson,,TUCKERMAN WARD 2,47,6,193,47,196,3,68,4,95,119,39
"Jackson,TUCKERMAN WARD 3",,Jackson,,TUCKERMAN WARD 3,45,5,111,51,103,5,59,3,19,30,8
"Jackson,TUPELO",,Jackson,,TUPELO,14,2,22,13,25,1,18,0,32,34,2
"Jackson,WATERS STORE",,Jackson,,WATERS STORE,5,0,32,7,28,1,5,1,8,10,3
"Jackson,WELDON",,Jackson,,WELDON,0,3,9,2,11,0,4,3,53,53,14
"Jefferson,1",,Jefferson,,1,11,1,58,10,57,2,12,0,15,19,0
"Jefferson,10",,Jefferson,,10,2,2,15,2,17,0,4,1,28,30,5
"Jefferson,101",,Jefferson,,101,5,1,29,7,28,0,6,0,0,0,0
"Jefferson,102",,Jefferson,,102,0,0,0,0,0,0,0,0,1,1,0
"Jefferson,103",,Jefferson,,103,0,0,1,0,1,0,0,5,15,28,56
"Jefferson,104",,Jefferson,,104,67,6,18,71,16,4,70,1,0,2,17
"Jefferson,105",,Jefferson,,105,18,1,3,20,0,1,21,3,6,15,41
"Jefferson,106",,Jefferson,,106,47,1,13,48,11,3,53,13,34,83,210
"Jefferson,107",,Jefferson,,107,249,6,66,272,38,9,274,0,1,4,12
"Jefferson,108",,Jefferson,,108,12,0,4,13,2,0,15,3,7,17,50
"Jefferson,109",,Jefferson,,109,64,0,13,67,8,1,67,0,26,30,9
"Jefferson,11",,Jefferson,,11,11,1,28,12,27,0,13,9,7,32,95
"Jefferson,110",,Jefferson,,110,122,2,24,133,13,3,130,2,9,23,71
"Jefferson,111",,Jefferson,,111,83,2,19,91,11,1,93,11,15,60,143
"Jefferson,112",,Jefferson,,112,182,9,40,203,20,8,203,9,43,97,163
"Jefferson,113",,Jefferson,,113,214,4,71,226,56,7,237,9,25,74,168
"Jefferson,114",,Jefferson,,114,215,4,47,236,27,4,233,5,7,19,68
"Jefferson,115",,Jefferson,,115,77,2,16,85,8,2,83,10,13,28,83
"Jefferson,116",,Jefferson,,116,98,5,18,101,15,5,98,5,4,21,71
"Jefferson,117",,Jefferson,,117,92,3,11,85,11,7,94,1,2,3,14
"Jefferson,119",,Jefferson,,119,13,0,4,15,3,0,15,2,2,12,35
"Jefferson,120",,Jefferson,,120,52,1,6,52,2,3,53,7,1,7,33
"Jefferson,121",,Jefferson,,121,41,1,3,40,2,3,36,14,16,64,162
"Jefferson,122",,Jefferson,,122,221,2,50,247,18,6,243,1,0,1,10
"Jefferson,123",,Jefferson,,123,15,1,2,17,1,0,17,3,4,15,38
"Jefferson,124",,Jefferson,,124,51,1,7,50,7,0,50,0,4,4,3
"Jefferson,125",,Jefferson,,125,3,1,3,3,4,0,3,16,7,33,137
"Jefferson,126",,Jefferson,,126,173,2,26,190,10,2,179,0,5,6,3
"Jefferson,128",,Jefferson,,128,4,0,5,4,5,0,4,0,0,0,1
"Jefferson,129",,Jefferson,,129,1,0,0,1,0,0,1,4,41,54,46
"Jefferson,130",,Jefferson,,130,52,1,51,62,43,0,59,3,11,15,39
"Jefferson,2",,Jefferson,,2,60,2,18,63,13,1,65,6,3,28,92
"Jefferson,201",,Jefferson,,201,127,5,14,135,10,0,131,7,1,16,46
"Jefferson,202",,Jefferson,,202,59,3,8,61,5,2,60,4,13,34,80
"Jefferson,203",,Jefferson,,203,101,2,21,110,10,3,108,1,0,0,3
"Jefferson,204",,Jefferson,,204,2,0,1,2,1,0,2,8,14,28,59
"Jefferson,205",,Jefferson,,205,73,2,19,81,12,3,75,3,4,9,43
"Jefferson,206",,Jefferson,,206,47,1,9,52,6,2,50,0,4,10,9
"Jefferson,207",,Jefferson,,207,17,0,6,18,4,1,19,0,2,4,14
"Jefferson,208",,Jefferson,,208,22,0,3,22,3,0,23,2,2,3,15
"Jefferson,209",,Jefferson,,209,19,1,2,18,2,1,17,2,1,2,9
"Jefferson,210",,Jefferson,,210,8,0,5,11,3,0,11,7,22,61,130
"Jefferson,211",,Jefferson,,211,166,5,43,179,26,8,183,3,6,15,31
"Jefferson,212",,Jefferson,,212,46,2,7,45,8,2,46,1,4,16,32
"Jefferson,213",,Jefferson,,213,42,1,11,45,6,1,47,10,32,72,152
"Jefferson,214",,Jefferson,,214,189,5,53,205,37,5,203,17,143,235,178
"Jefferson,215",,Jefferson,,215,247,6,191,266,172,8,287,2,51,91,72
"Jefferson,216",,Jefferson,,216,96,6,79,110,67,4,124,1,18,31,41
"Jefferson,217",,Jefferson,,217,46,1,28,51,22,3,57,18,67,163,240
"Jefferson,218",,Jefferson,,218,307,5,130,351,85,9,360,2,74,92,19
"Jefferson,219",,Jefferson,,219,27,1,85,36,75,1,35,9,35,69,192
"Jefferson,220",,Jefferson,,220,234,3,57,257,35,4,248,0,0,1,2
"Jefferson,221",,Jefferson,,221,2,0,1,3,0,0,3,19,131,206,316
"Jefferson,222",,Jefferson,,222,395,4,180,434,141,3,425,0,0,0,5
"Jefferson,223",,Jefferson,,223,6,0,1,7,0,0,7,1,28,60,74
"Jefferson,224",,Jefferson,,224,99,1,45,117,26,2,116,0,0,0,0
"Jefferson,225",,Jefferson,,225,0,0,0,0,0,0,0,0,0,0,0
"Jefferson,226",,Jefferson,,226,0,0,0,0,0,0,0,0,0,1,0
"Jefferson,227",,Jefferson,,227,0,0,1,0,1,0,1,2,28,33,20
"Jefferson,26",,Jefferson,,26,57,1,32,58,30,3,60,4,30,33,12
"Jefferson,27",,Jefferson,,27,11,3,32,12,33,1,12,10,59,93,59
"Jefferson,28",,Jefferson,,28,83,2,82,94,72,2,98,3,30,41,26
"Jefferson,29",,Jefferson,,29,33,1,39,37,32,3,40,0,11,14,1
"Jefferson,3",,Jefferson,,3,0,0,15,1,13,1,4,0,0,0,5
"Jefferson,30",,Jefferson,,30,6,0,0,6,0,0,6,6,11,21,82
"Jefferson,301",,Jefferson,,301,100,3,15,104,10,4,100,2,2,3,15
"Jefferson,302",,Jefferson,,302,17,2,1,18,0,2,16,0,1,3,6
"Jefferson,303",,Jefferson,,303,6,1,2,8,1,0,8,9,12,18,57
"Jefferson,304",,Jefferson,,304,69,3,16,70,13,4,67,0,2,5,6
"Jefferson,306",,Jefferson,,306,9,0,2,9,2,0,9,1,3,11,22
"Jefferson,307",,Jefferson,,307,32,0,4,32,4,0,32,0,2,3,6
"Jefferson,308",,Jefferson,,308,4,0,5,4,5,0,7,5,30,66,109
"Jefferson,309",,Jefferson,,309,134,6,54,149,43,5,160,1,17,25,27
"Jefferson,31",,Jefferson,,31,33,0,22,40,16,0,37,10,9,25,88
"Jefferson,310",,Jefferson,,310,111,6,21,120,13,2,115,2,3,9,23
"Jefferson,311",,Jefferson,,311,28,0,8,31,4,1,31,16,10,36,110
"Jefferson,312",,Jefferson,,312,135,3,33,158,10,4,145,0,0,0,0
"Jefferson,313",,Jefferson,,313,0,0,0,0,0,0,0,12,42,70,113
"Jefferson,314",,Jefferson,,314,128,13,54,143,44,9,138,9,11,38,83
"Jefferson,315",,Jefferson,,315,113,3,22,118,17,3,117,13,24,62,168
"Jefferson,316",,Jefferson,,316,209,4,44,231,28,1,219,3,14,29,59
"Jefferson,317",,Jefferson,,317,70,2,23,73,19,4,79,0,0,2,2
"Jefferson,318",,Jefferson,,318,5,0,0,5,0,0,5,3,17,31,71
"Jefferson,319",,Jefferson,,319,89,2,34,105,20,1,104,0,0,2,0
"Jefferson,32",,Jefferson,,32,1,0,1,2,0,0,2,2,9,15,22
"Jefferson,320",,Jefferson,,320,25,0,14,29,9,1,28,0,0,0,0
"Jefferson,321",,Jefferson,,321,0,0,0,0,0,0,0,0,3,3,1
"Jefferson,322",,Jefferson,,322,1,0,3,1,3,0,1,2,1,7,25
"Jefferson,323",,Jefferson,,323,27,0,8,31,3,1,31,8,175,218,130
"Jefferson,324",,Jefferson,,324,160,6,201,181,180,4,182,0,5,7,2
"Jefferson,325",,Jefferson,,325,2,0,7,4,5,0,4,1,24,34,20
"Jefferson,326",,Jefferson,,326,30,0,29,30,27,2,32,4,40,53,37
"Jefferson,327",,Jefferson,,327,40,0,56,47,48,0,51,11,19,77,154
"Jefferson,328",,Jefferson,,328,195,4,57,224,31,3,228,0,0,0,0
"Jefferson,329",,Jefferson,,329,0,0,0,0,0,0,0,0,6,9,7
"Jefferson,33",,Jefferson,,33,9,0,8,9,8,0,12,16,107,161,139
"Jefferson,330",,Jefferson,,330,170,6,150,189,125,12,198,19,72,116,187
"Jefferson,331",,Jefferson,,331,220,6,105,240,83,9,240,2,1,7,9
"Jefferson,332",,Jefferson,,332,8,3,6,14,2,1,14,0,0,0,0
"Jefferson,34",,Jefferson,,34,0,0,0,0,0,0,0,0,1,1,0
"Jefferson,35",,Jefferson,,35,0,0,1,0,1,0,0,0,8,10,3
"Jefferson,36",,Jefferson,,36,3,0,10,3,9,0,5,0,0,0,0
"Jefferson,37",,Jefferson,,37,0,0,0,0,0,0,0,0,0,0,0
"Jefferson,38",,Jefferson,,38,0,0,0,0,0,0,0,0,0,0,0
"Jefferson,39",,Jefferson,,39,0,0,0,0,0,0,0,2,19,21,25
"Jefferson,4",,Jefferson,,4,32,2,25,37,18,2,35,0,0,0,0
"Jefferson,40",,Jefferson,,40,0,0,0,0,0,0,0,0,0,0,0
"Jefferson,401",,Jefferson,,401,0,0,0,0,0,0,0,0,2,2,0
"Jefferson,402",,Jefferson,,402,0,0,2,0,2,0,0,2,34,41,18
"Jefferson,403",,Jefferson,,403,16,1,42,20,34,4,22,1,17,24,16
"Jefferson,404",,Jefferson,,404,17,2,24,21,22,1,25,6,5,15,49
"Jefferson,405",,Jefferson,,405,65,4,12,70,6,5,69,11,187,231,92
"Jefferson,406",,Jefferson,,406,111,10,210,117,207,7,132,8,46,63,70
"Jefferson,407",,Jefferson,,407,82,7,58,88,53,4,92,8,42,81,130
"Jefferson,408",,Jefferson,,408,154,4,75,173,50,5,181,2,1,15,46
"Jefferson,409",,Jefferson,,409,70,1,7,71,6,0,75,0,0,0,0
"Jefferson,41",,Jefferson,,41,0,0,0,0,0,0,0,2,1,8,33
"Jefferson,410",,Jefferson,,410,40,0,8,44,4,0,45,0,0,0,0
"Jefferson,411",,Jefferson,,411,0,0,0,0,0,0,0,0,1,1,0
"Jefferson,412",,Jefferson,,412,0,0,1,0,1,0,0,0,0,0,0
"Jefferson,413",,Jefferson,,413,0,0,0,0,0,0,0,1,1,2,1
"Jefferson,414",,Jefferson,,414,1,0,2,2,1,0,1,1,7,10,8
"Jefferson,415",,Jefferson,,415,11,0,10,13,8,0,13,13,10,41,151
"Jefferson,416",,Jefferson,,416,199,5,26,209,14,5,205,0,0,0,0
"Jefferson,417",,Jefferson,,417,0,0,0,0,0,0,0,0,0,0,0
"Jefferson,418",,Jefferson,,418,0,0,0,0,0,0,0,1,3,3,8
"Jefferson,419",,Jefferson,,419,11,0,2,11,2,0,11,0,0,0,0
"Jefferson,42",,Jefferson,,42,0,0,0,0,0,0,0,3,2,8,47
"Jefferson,420",,Jefferson,,420,58,2,6,58,4,4,59,1,5,9,24
"Jefferson,421",,Jefferson,,421,30,2,8,34,3,3,33,2,6,21,70
"Jefferson,422",,Jefferson,,422,99,2,12,106,6,0,102,12,5,40,167
"Jefferson,423",,Jefferson,,423,211,6,26,224,9,9,223,0,0,0,0
"Jefferson,424",,Jefferson,,424,0,0,0,0,0,0,0,0,8,8,4
"Jefferson,425",,Jefferson,,425,5,0,8,5,8,0,5,0,0,0,0
"Jefferson,426",,Jefferson,,426,0,0,0,0,0,0,0,0,0,0,0
"Jefferson,43",,Jefferson,,43,0,0,0,0,0,0,0,0,0,0,0
"Jefferson,44",,Jefferson,,44,0,0,0,0,0,0,0,2,30,33,14
"Jefferson,45",,Jefferson,,45,13,0,35,17,31,0,15,0,0,0,0
"Jefferson,46",,Jefferson,,46,0,0,0,0,0,0,0,1,47,52,9
"Jefferson,5",,Jefferson,,5,11,0,53,14,48,0,15,16,302,370,206
"Jefferson,50",,Jefferson,,50,244,7,354,270,326,11,287,9,242,269,51
"Jefferson,51",,Jefferson,,51,65,15,251,83,245,6,79,2,20,27,22
"Jefferson,510",,Jefferson,,510,32,0,28,39,19,0,37,0,0,0,0
"Jefferson,52",,Jefferson,,52,0,0,0,0,0,0,0,2,24,31,3
"Jefferson,53",,Jefferson,,53,6,2,26,6,27,1,8,3,15,18,4
"Jefferson,530",,Jefferson,,530,7,1,16,7,14,3,6,14,405,460,102
"Jefferson,54",,Jefferson,,54,114,11,450,134,427,10,153,4,83,94,16
"Jefferson,55",,Jefferson,,55,20,2,91,26,87,0,24,1,56,63,24
"Jefferson,56",,Jefferson,,56,26,1,62,31,56,2,32,2,49,55,20
"Jefferson,57",,Jefferson,,57,24,0,53,26,50,1,26,4,223,260,52
"Jefferson,58",,Jefferson,,58,67,8,245,86,231,1,91,8,114,135,50
"Jefferson,59",,Jefferson,,59,61,5,124,65,120,6,67,0,0,1,1
"Jefferson,6",,Jefferson,,6,2,0,0,2,0,0,2,1,14,15,10
"Jefferson,60",,Jefferson,,60,10,1,14,11,15,0,11,1,35,36,17
"Jefferson,61",,Jefferson,,61,18,2,35,17,35,2,19,4,12,38,76
"Jefferson,610",,Jefferson,,610,99,2,28,105,20,2,111,1,1,1,1
"Jefferson,62",,Jefferson,,62,1,0,1,1,1,0,0,6,26,65,78
"Jefferson,620",,Jefferson,,620,110,5,44,128,29,0,124,0,0,0,0
"Jefferson,63",,Jefferson,,63,0,0,0,0,0,0,0,0,1,1,0
"Jefferson,64",,Jefferson,,64,0,0,1,0,1,0,0,0,0,0,0
"Jefferson,65",,Jefferson,,65,0,0,0,0,0,0,0,1,16,23,19
"Jefferson,66",,Jefferson,,66,23,0,21,25,19,0,27,2,9,10,3
"Jefferson,67",,Jefferson,,67,2,2,9,1,11,1,2,0,8,13,6
"Jefferson,7",,Jefferson,,7,9,0,12,9,11,1,13,5,175,204,50
"Jefferson,711",,Jefferson,,711,75,4,185,78,181,4,82,4,126,139,21
"Jefferson,712",,Jefferson,,712,22,4,135,26,130,4,30,2,169,184,16
"Jefferson,713",,Jefferson,,713,21,3,180,26,176,1,31,0,2,5,2
"Jefferson,714",,Jefferson,,714,2,0,5,3,3,2,6,11,338,389,159
"Jefferson,721",,Jefferson,,721,181,8,380,205,357,8,214,8,58,70,53
"Jefferson,73",,Jefferson,,73,61,5,65,64,64,2,64,11,187,222,51
"Jefferson,731",,Jefferson,,731,64,4,212,68,202,9,80,3,188,217,36
"Jefferson,732",,Jefferson,,732,41,2,214,54,199,3,66,5,82,91,31
"Jefferson,733",,Jefferson,,733,32,8,85,35,85,5,37,4,59,69,33
"Jefferson,74",,Jefferson,,74,35,5,66,45,60,2,44,6,188,213,33
"Jefferson,75",,Jefferson,,75,42,6,210,51,199,3,56,1,62,67,17
"Jefferson,76",,Jefferson,,76,21,2,64,23,62,2,23,2,69,77,19
"Jefferson,77",,Jefferson,,77,21,1,76,23,71,3,25,2,99,114,20
"Jefferson,78",,Jefferson,,78,26,2,109,25,107,4,34,0,10,12,4
"Jefferson,79",,Jefferson,,79,4,0,13,5,12,0,7,1,12,13,5
"Jefferson,8",,Jefferson,,8,3,1,14,4,13,1,5,0,39,40,2
"Jefferson,80",,Jefferson,,80,3,0,40,3,39,1,5,1,6,6,5
"Jefferson,81",,Jefferson,,81,3,1,7,4,6,1,4,10,127,148,51
"Jefferson,810",,Jefferson,,810,59,6,142,63,139,3,68,0,0,0,0
"Jefferson,82",,Jefferson,,82,0,0,0,0,0,0,0,2,120,134,27
"Jefferson,820",,Jefferson,,820,39,1,129,33,130,3,41,0,8,11,14
"Jefferson,83",,Jefferson,,83,17,0,10,16,10,1,19,5,81,90,23
"Jefferson,830",,Jefferson,,830,26,8,85,29,83,6,30,2,29,30,9
"Jefferson,84",,Jefferson,,84,8,1,31,8,29,3,8,0,43,42,5
"Jefferson,85",,Jefferson,,85,4,0,43,5,42,0,4,10,479,525,73
"Jefferson,86",,Jefferson,,86,95,9,505,107,490,13,121,7,227,240,39
"Jefferson,87",,Jefferson,,87,41,14,232,48,222,12,49,0,0,0,0
"Jefferson,88",,Jefferson,,88,0,0,0,0,0,0,0,1,83,95,18
